FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
"9844","פסגות לעמיתי חבר עד 50","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","10/25/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","עד 50","0.49","0.1","-1.12","-0.73","141.73","0.45","","1.15","2.25","16.54","32.03","5.23","5.71","7.47","0.48","0.74","90.20","78.03","61.16","33.52","513765347","3/28/2021 12:00:00 AM"
"9845","פסגות לעמיתי חבר לבני 50-60","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","10/25/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","50-60","1.62","1.89","-4.23","-4.5","459.96","0.41","","0.94","0.94","13.45","26.44","4.30","4.80","6.65","-0.24","0.70","85.20","214.57","176.21","96.69","513765347","3/28/2021 12:00:00 AM"
"9845","פסגות לעמיתי חבר לבני 50-60","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","10/25/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","50-60","0.65","1.04","-5.5","-5.89","459.05","0.41","","1.12","2.07","15.95","28.93","5.06","5.21","6.64","0.24","0.75","84.80","219.96","180.14","101.57","513765347","3/28/2021 12:00:00 AM"
"9846","פסגות לעמיתי חבר לבני 60 ומעלה","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","10/25/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","60 ומעלה","0.48","0.05","-0.91","-0.48","144.66","0.42","","0.72","0.72","11.71","19.84","3.76","3.69","4.90","-0.84","0.71","85.80","36.65","40.34","22.45","513765347","3/28/2021 12:00:00 AM"
"9846","פסגות לעמיתי חבר לבני 60 ומעלה","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","10/25/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","60 ומעלה","-0.05","0.19","-1.34","-1.58","143.35","0.42","","0.20","0.92","12.76","20.10","4.08","3.73","4.90","-0.60","0.72","85.70","36.83","40.22","23.38","513765347","3/28/2021 12:00:00 AM"
"9854","איילון אגוד תגמולים 50 עד 60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202101","11/8/2015 12:00:00 AM","עובדי מפעל/גוף מסויים","מדרגות","50-60","0","0.59","-1.41","-2","79.18","0.16","0","0.70","0.70","13.18","29.31","4.21","5.28","6.50","0.24","0.76","87.10","32.78","30.89","18.74","512065202","3/28/2021 12:00:00 AM"
"9854","איילון אגוד תגמולים 50 עד 60","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202102","11/8/2015 12:00:00 AM","עובדי מפעל/גוף מסויים","מדרגות","50-60","0","0","-0.55","-0.55","79.27","0.16","0","0.82","1.53","15.37","31.13","4.88","5.57","6.48","0.72","0.80","87.10","33.93","28.44","18.89","512065202","3/28/2021 12:00:00 AM"
"9869","הלמן-אלדובי השתלמות פאסיבי -כללי","קרנות השתלמות","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","12/23/2015 12:00:00 AM","כלל האוכלוסיה","כללי","פאסיבי","0.66","0.17","-3.04","-2.55","93.97","0.58","","0.95","0.95","11.30","23.26","3.63","4.27","5.61","0","0.70","92.80","31.31","19.59","18.63","512227265","3/28/2021 12:00:00 AM"
"9869","הלמן-אלדובי השתלמות פאסיבי -כללי","קרנות השתלמות","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","12/23/2015 12:00:00 AM","כלל האוכלוסיה","כללי","פאסיבי","0.49","0.14","-2.84","-2.49","91.25","0.58","","-0.23","0.72","12.58","22.12","4.03","4.08","5.62","-0.12","0.67","92.60","29.98","18.68","17.73","512227265","3/28/2021 12:00:00 AM"
"9877","הלמן-אלדובי גמל מסלול לבני 50 ומטה","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","12/23/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","עד 50","4.53","2.07","-3.26","-0.8","502.62","0.82","2.02","0.99","0.99","16.96","32.40","5.36","5.77","7.28","0.48","0.78","81.80","252.10","219.44","119.83","512227265","3/28/2021 12:00:00 AM"
"9877","הלמן-אלדובי גמל מסלול לבני 50 ומטה","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","12/23/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","עד 50","2.31","0.76","-7.46","-5.91","499.64","0.82","2.02","0.73","1.73","19.52","34.43","6.12","6.10","7.26","0.84","0.81","81.70","256.13","225.02","123.81","512227265","3/28/2021 12:00:00 AM"
"9878","הלמן-אלדובי גמל מסלול לבני 50 עד 60","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","12/23/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","0.64","2.43","-14.54","-16.33","826.05","0.70","1.30","0.89","0.89","15.37","27.21","4.88","4.93","6.28","0.12","0.76","82","341.16","320.41","186.61","512227265","3/28/2021 12:00:00 AM"
"9878","הלמן-אלדובי גמל מסלול לבני 50 עד 60","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","12/23/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","1.21","1.38","-14.81","-14.98","814.42","0.70","1.30","0.44","1.33","17.25","28.44","5.45","5.13","6.26","0.36","0.79","81.90","344.74","327.36","191.56","512227265","3/28/2021 12:00:00 AM"
"9879","הלמן-אלדובי גמל מסלול לבני 60 ומעלה","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","12/23/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","60 ומעלה","4.04","2.88","-17.89","-16.73","1206.20","0.64","0.69","0.69","0.69","11.35","18.96","3.65","3.53","4.85","-0.84","0.70","87","297.24","323.29","203.90","512227265","3/28/2021 12:00:00 AM"
"9879","הלמן-אלדובי גמל מסלול לבני 60 ומעלה","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","12/23/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","60 ומעלה","3.24","7.09","-12.61","-16.46","1190.55","0.64","0.69","0.12","0.81","12.47","19.09","3.99","3.56","4.85","-0.72","0.70","86.90","302.63","330.65","209.32","512227265","3/28/2021 12:00:00 AM"
"9889","פסגות גדיש לבני 50  ומטה","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","12/21/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","עד 50","2.3","3.4","-17.02","-18.12","1138.51","0.67","0.74","1.31","1.31","15.25","33.12","4.84","5.89","7.56","0.48","0.76","79.10","646.90","509.51","264.31","513765347","3/28/2021 12:00:00 AM"
"9889","פסגות גדיש לבני 50  ומטה","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","12/21/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","עד 50","3.46","2.64","-16.87","-16.05","1137.33","0.67","0.74","1.34","2.67","18.41","36.12","5.79","6.36","7.55","1.08","0.82","79","651.23","515.12","264.37","513765347","3/28/2021 12:00:00 AM"
"9890","פסגות גדיש לבני 50-60","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","12/21/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","51.14","111.92","-251.18","-311.96","23355.15","0.65","0.92","0.98","0.98","14.61","29.94","4.65","5.38","6.17","0.84","0.81","78.10","10965.17","10397.83","4902.61","513765347","3/28/2021 12:00:00 AM"
"9890","פסגות גדיש לבני 50-60","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","12/21/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","28.18","70.64","-268.75","-311.21","23286.34","0.65","0.92","1.06","2.05","16.95","32.12","5.36","5.73","6.15","1.32","0.87","77.90","11040.41","10430.05","5061.32","513765347","3/28/2021 12:00:00 AM"
"9891","פסגות גדיש לבני 60 ומעלה","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","12/21/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","60 ומעלה","5.98","5.87","7.9","8.01","1630.88","0.56","0.19","0.72","0.72","10.68","17.20","3.44","3.23","4.93","-1.32","0.64","86.80","420.87","443.86","250.36","513765347","3/28/2021 12:00:00 AM"
"9891","פסגות גדיש לבני 60 ומעלה","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","12/21/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","60 ומעלה","6.02","7.05","-20.44","-21.47","1611.43","0.56","0.19","0.16","0.88","11.75","17.34","3.77","3.25","4.93","-1.20","0.64","86.50","424.52","447.32","254.15","513765347","3/28/2021 12:00:00 AM"
"9892","אגודה שיתופית של עובדי התעשיה האוירית לניהול קופות גמל בע""מ מסלול לבני 50 עד 60","תגמולים ואישית לפיצויים","אחר","קופת תגמולים של עובדי התעשיה האוירית לישראל בע""מ","202101","12/21/2015 12:00:00 AM","עובדי מפעל/גוף מסויים","מדרגות","50-60","3.8","2.26","-8.38","-6.84","1671.90","0.41","","1.28","1.28","13.82","29.16","4.41","5.25","5.72","0.96","0.86","84","630.19","584.51","419.28","570014928","3/28/2021 12:00:00 AM"
"9892","אגודה שיתופית של עובדי התעשיה האוירית לניהול קופות גמל בע""מ מסלול לבני 50 עד 60","תגמולים ואישית לפיצויים","אחר","קופת תגמולים של עובדי התעשיה האוירית לישראל בע""מ","202102","12/21/2015 12:00:00 AM","עובדי מפעל/גוף מסויים","מדרגות","50-60","3.36","3.84","-8.89","-9.37","1676.82","0.41","","0.88","2.17","16.18","31.35","5.13","5.61","5.69","1.44","0.92","84.20","648.29","584.72","395.34","570014928","3/28/2021 12:00:00 AM"
"9893","אגודה שיתופית של עובדי התעשיה האוירית לניהול קופות גמל בע""מ מסלול לבני 50 ומטה","תגמולים ואישית לפיצויים","אחר","קופת תגמולים של עובדי התעשיה האוירית לישראל בע""מ","202101","12/21/2015 12:00:00 AM","עובדי מפעל/גוף מסויים","מדרגות","עד 50","0.09","0","0.88","0.97","10.02","0.41","","1.71","1.71","23.15","","7.19","","","","","95.30","7.83","5.35","3.52","570014928","3/28/2021 12:00:00 AM"
"9893","אגודה שיתופית של עובדי התעשיה האוירית לניהול קופות גמל בע""מ מסלול לבני 50 ומטה","תגמולים ואישית לפיצויים","אחר","קופת תגמולים של עובדי התעשיה האוירית לישראל בע""מ","202102","12/21/2015 12:00:00 AM","עובדי מפעל/גוף מסויים","מדרגות","עד 50","0.02","0","0","0.02","10.10","0.41","","0.59","2.31","27.17","","8.34","","","","","95.30","7.95","5.46","2.63","570014928","3/28/2021 12:00:00 AM"
"9895","מגדל  חסכון לילד - הלכה","קופת גמל להשקעה - חסכון לילד","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202101","11/28/2016 12:00:00 AM","כלל האוכלוסיה","הלכתי","הלכה יהודית","1.08","0.08","0","1","63.69","0","0","1.22","1.22","10.57","","3.41","","","","","99.50","25.40","22.86","14.20","512237744","3/28/2021 12:00:00 AM"
"9895","מגדל  חסכון לילד - הלכה","קופת גמל להשקעה - חסכון לילד","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202102","11/28/2016 12:00:00 AM","כלל האוכלוסיה","הלכתי","הלכה יהודית","1.09","0.04","-0.04","1.01","64.65","0","0","-0.06","1.16","11.83","","3.80","","","","","99.50","27.05","23.25","14.24","512237744","3/28/2021 12:00:00 AM"
"9896","מגדל  חסכון לילד - חוסכים המעדיפים סיכון מועט","קופת גמל להשקעה - חסכון לילד","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202101","11/28/2016 12:00:00 AM","כלל האוכלוסיה","מודל חכ""מ אחר","חיסכון לילד -חוסכים המעדיפים סיכון מועט","4.96","0.42","-0.08","4.46","287.63","0","0","0.47","0.47","11.30","","3.63","","","","","87.90","52.57","59.93","20.30","512237744","3/28/2021 12:00:00 AM"
"9896","מגדל  חסכון לילד - חוסכים המעדיפים סיכון מועט","קופת גמל להשקעה - חסכון לילד","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202102","11/28/2016 12:00:00 AM","כלל האוכלוסיה","מודל חכ""מ אחר","חיסכון לילד -חוסכים המעדיפים סיכון מועט","5.03","0.34","-0.07","4.62","292.17","0","0","-0.01","0.46","12.32","","3.95","","","","","87.80","60.31","64.68","21.56","512237744","3/28/2021 12:00:00 AM"
"9897","מגדל  חסכון לילד - חוסכים המעדיפים סיכון בינוני","קופת גמל להשקעה - חסכון לילד","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202101","11/28/2016 12:00:00 AM","כלל האוכלוסיה","מודל חכ""מ אחר","חיסכון לילד -חוסכים המעדיפים סיכון בינוני","1.01","0.08","-0.02","0.91","66.05","0","0","1.01","1.01","14.80","","4.71","","","","","87.10","26.69","25.18","14.57","512237744","3/28/2021 12:00:00 AM"
"9897","מגדל  חסכון לילד - חוסכים המעדיפים סיכון בינוני","קופת גמל להשקעה - חסכון לילד","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202102","11/28/2016 12:00:00 AM","כלל האוכלוסיה","מודל חכ""מ אחר","חיסכון לילד -חוסכים המעדיפים סיכון בינוני","1.01","0.04","-0.09","0.88","67.26","0","0","0.53","1.55","16.74","","5.29","","","","","87.10","29.06","27.19","14.88","512237744","3/28/2021 12:00:00 AM"
"9898","מגדל  חסכון לילד - חוסכים המעדיפים סיכון מוגבר","קופת גמל להשקעה - חסכון לילד","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202101","11/28/2016 12:00:00 AM","כלל האוכלוסיה","מודל חכ""מ אחר","חיסכון לילד -חוסכים המעדיפים סיכון גבוה","0.68","0.02","0.01","0.67","46.83","0","0","1.49","1.49","22.24","","6.92","","","","","91.90","44.66","28.96","13.40","512237744","3/28/2021 12:00:00 AM"
"9898","מגדל  חסכון לילד - חוסכים המעדיפים סיכון מוגבר","קופת גמל להשקעה - חסכון לילד","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202102","11/28/2016 12:00:00 AM","כלל האוכלוסיה","מודל חכ""מ אחר","חיסכון לילד -חוסכים המעדיפים סיכון גבוה","0.68","0.02","0.01","0.67","48.39","0","0","1.96","3.48","27.42","","8.41","","","","","92","46.02","30.08","13.05","512237744","3/28/2021 12:00:00 AM"
"9905","אקסלנס גמל פאסיבי לבני 50 ומטה","תגמולים ואישית לפיצויים","הפניקס אחזקות בע""מ","הפניקס אקסלנס פנסיה וגמל בע""מ ","202101","12/29/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","עד 50","0.55","0.02","0.34","0.87","38.39","0.59","0","1.34","1.34","13.17","18.88","4.21","3.52","8.18","-2.52","0.52","91.70","20.44","18.87","9.19","513026484","3/28/2021 12:00:00 AM"
"9905","אקסלנס גמל פאסיבי לבני 50 ומטה","תגמולים ואישית לפיצויים","הפניקס אחזקות בע""מ","הפניקס אקסלנס פנסיה וגמל בע""מ ","202102","12/29/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","עד 50","1.07","0.02","0.96","2.01","40.47","0.59","0","0.34","1.68","15.44","20.90","4.90","3.87","8.14","-2.04","0.54","92.30","21.72","20.67","10.29","513026484","3/28/2021 12:00:00 AM"
"9906","אקסלנס גמל שיקלי טווח קצר","תגמולים ואישית לפיצויים","הפניקס אחזקות בע""מ","הפניקס אקסלנס פנסיה וגמל בע""מ ","202101","12/29/2015 12:00:00 AM","כלל האוכלוסיה","שיקלי","שקלי טווח קצר","-0.04","3.37","-11.57","-14.98","141.69","0.51","-0.32","0.01","0.01","0.79","1.07","0.26","0.21","0.11","-0.12","0.16","93.50","0","0","0","513026484","3/28/2021 12:00:00 AM"
"9906","אקסלנס גמל שיקלי טווח קצר","תגמולים ואישית לפיצויים","הפניקס אחזקות בע""מ","הפניקס אקסלנס פנסיה וגמל בע""מ ","202102","12/29/2015 12:00:00 AM","כלל האוכלוסיה","שיקלי","שקלי טווח קצר","0.1","1.96","-2.22","-4.08","137.59","0.51","-0.32","0.03","0.04","0.82","1.07","0.27","0.21","0.11","-0.12","0.22","93.10","0","0","0","513026484","3/28/2021 12:00:00 AM"
"9916","אקסלנס גמל לבני 50 ומטה","תגמולים ואישית לפיצויים","הפניקס אחזקות בע""מ","הפניקס אקסלנס פנסיה וגמל בע""מ ","202101","12/29/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","עד 50","16.16","18.89","12.22","9.49","5069.82","0.66","0.04","1.26","1.26","20.77","38.90","6.49","6.79","7.06","1.68","0.95","74.40","2391.08","2407.17","1298.82","513026484","3/28/2021 12:00:00 AM"
"9916","אקסלנס גמל לבני 50 ומטה","תגמולים ואישית לפיצויים","הפניקס אחזקות בע""מ","הפניקס אקסלנס פנסיה וגמל בע""מ ","202102","12/29/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","עד 50","15.49","13.12","41.97","44.34","5317.02","0.66","0.04","4.04","5.35","27.02","45.28","8.30","7.76","7.21","2.88","1.09","72.60","2623.75","2411.14","1360.57","513026484","3/28/2021 12:00:00 AM"
"9917","אקסלנס גמל  פאסיבי לבני 50 עד 60","תגמולים ואישית לפיצויים","הפניקס אחזקות בע""מ","הפניקס אקסלנס פנסיה וגמל בע""מ ","202101","12/29/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","-0.24","0.7","-5.02","-5.96","415.64","0.60","0","1.19","1.19","11.02","25.01","3.55","4.57","6.34","-0.24","0.67","92.50","174.94","161","100.99","513026484","3/28/2021 12:00:00 AM"
"9917","אקסלנס גמל  פאסיבי לבני 50 עד 60","תגמולים ואישית לפיצויים","הפניקס אחזקות בע""מ","הפניקס אקסלנס פנסיה וגמל בע""מ ","202102","12/29/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","50-60","3.45","0.2","-15.61","-12.36","403.52","0.60","0","0.06","1.25","12.70","25.09","4.07","4.58","6.34","-0.24","0.67","92.40","178.17","162.71","101.49","513026484","3/28/2021 12:00:00 AM"
"9920","ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה 50-60","תגמולים ואישית לפיצויים","ארגון הרופאים, אגודה עות'מאנית","ארם גמולים - חברה לניהול קופות גמל בע''מ","202101","11/10/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","50-60","4.07","3.16","-13.19","-12.28","1018.27","0.32","","1.38","1.38","12.95","30.33","4.14","5.44","6.95","0.48","0.73","83.30","480.85","362.01","248.35","510773922","3/28/2021 12:00:00 AM"
"9920","ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה 50-60","תגמולים ואישית לפיצויים","ארגון הרופאים, אגודה עות'מאנית","ארם גמולים - חברה לניהול קופות גמל בע''מ","202102","11/10/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","50-60","1.98","1.9","-8.36","-8.28","1024.52","0.32","","1.39","2.79","15.86","33.32","5.03","5.92","6.93","0.96","0.80","83.30","493.03","378.39","241.17","510773922","3/28/2021 12:00:00 AM"
"9921","ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה 60 ומעלה","תגמולים ואישית לפיצויים","ארגון הרופאים, אגודה עות'מאנית","ארם גמולים - חברה לניהול קופות גמל בע''מ","202101","11/10/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","60 ומעלה","-0.01","0.03","-0.54","-0.58","152.80","0.31","","1.05","1.05","12.37","20.55","3.96","3.81","5.52","-1.44","0.68","88.80","46.99","35.93","35.74","510773922","3/28/2021 12:00:00 AM"
"9921","ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה 60 ומעלה","תגמולים ואישית לפיצויים","ארגון הרופאים, אגודה עות'מאנית","ארם גמולים - חברה לניהול קופות גמל בע''מ","202102","11/10/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","60 ומעלה","0.1","1.12","0","-1.02","152.47","0.31","","0.46","1.51","13.74","21.19","4.38","3.92","5.52","-1.08","0.70","88.70","51.73","37.34","35.06","510773922","3/28/2021 12:00:00 AM"
"9922","ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה עד 50","תגמולים ואישית לפיצויים","ארגון הרופאים, אגודה עות'מאנית","ארם גמולים - חברה לניהול קופות גמל בע''מ","202101","11/10/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","עד 50","0.48","0.02","-0.34","0.12","27.75","0.32","","2.33","2.33","13.54","","4.32","","","","","90.80","18.80","9.70","7.34","510773922","3/28/2021 12:00:00 AM"
"9922","ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה עד 50","תגמולים ואישית לפיצויים","ארגון הרופאים, אגודה עות'מאנית","ארם גמולים - חברה לניהול קופות גמל בע''מ","202102","11/10/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","עד 50","0.48","0.04","-0.15","0.29","28.30","0.32","","0.88","3.23","17.15","27.67","5.42","5.01","9.39","-0.84","0.59","91.40","18.76","10.07","7.25","510773922","3/28/2021 12:00:00 AM"
"9924","קופת גמל הגומל לבני 50 ומטה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202101","11/12/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","עד 50","0","0","0","0","0.53","0.24","","1.21","1.21","13.90","26.40","4.43","4.80","7.68","-0.24","0.67","98","0.27","0.18","0.13","512711409","3/28/2021 12:00:00 AM"
"9924","קופת גמל הגומל לבני 50 ומטה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202102","11/12/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","עד 50","0","0","0.1","0.1","0.63","0.24","","1.17","2.39","17.70","27.88","5.58","5.04","7.68","0.12","0.70","99.80","0.16","0.10","0.07","512711409","3/28/2021 12:00:00 AM"
"9925","קופת גמל הגומל לבני 50 עד 60","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202101","11/12/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","50-60","3.94","0.53","-3.02","0.39","587.53","0.24","","1.05","1.05","14.69","30.10","4.67","5.40","6.19","1.08","0.83","85.20","219.02","200.42","145.24","512711409","3/28/2021 12:00:00 AM"
"9925","קופת גמל הגומל לבני 50 עד 60","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202102","11/12/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","50-60","-2.99","2.06","-4.27","-9.32","582.70","0.24","","0.78","1.84","16.96","32.48","5.36","5.79","6.16","1.56","0.88","85","241.74","221.56","145.14","512711409","3/28/2021 12:00:00 AM"
"9926","קופת גמל הגומל לבני 60 ומעלה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202101","11/12/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","60 ומעלה","0.77","0.77","0","0","6.64","0.23","","0.75","0.75","7.55","17.03","2.46","3.20","4.17","-0.36","0.67","97.10","1.30","0.99","0.80","512711409","3/28/2021 12:00:00 AM"
"9926","קופת גמל הגומל לבני 60 ומעלה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202102","11/12/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","60 ומעלה","-1.52","0","0","-1.52","5.11","0.23","","-0.01","0.74","8.72","17.45","2.83","3.27","4.16","-0.24","0.68","96.90","1.14","0.89","0.79","512711409","3/28/2021 12:00:00 AM"
"9930","גמל-על, קופת תגמולים לעובדי אל על, אגודה שיתופית בע""מ 50-60","תגמולים ואישית לפיצויים","אחר","קופת תגמולים של עובדי אל על נתיבי אוויר לישראל בע""מ אגודה שיתופית","202101","11/2/2015 12:00:00 AM","עובדי מפעל/גוף מסויים","מדרגות","50-60","0.63","1","-7.71","-8.08","674.69","0.44","","1.17","1.17","14.02","27.31","4.47","4.95","5.83","0.84","0.83","83.30","291.38","338.46","101.20","570011767","3/28/2021 12:00:00 AM"
"9930","גמל-על, קופת תגמולים לעובדי אל על, אגודה שיתופית בע""מ 50-60","תגמולים ואישית לפיצויים","אחר","קופת תגמולים של עובדי אל על נתיבי אוויר לישראל בע""מ אגודה שיתופית","202102","11/2/2015 12:00:00 AM","עובדי מפעל/גוף מסויים","מדרגות","50-60","0.56","1.07","-7.63","-8.14","670.69","0.44","","0.64","1.82","16.16","28.94","5.12","5.21","5.81","1.20","0.87","82.80","305.10","356.98","86.18","570011767","3/28/2021 12:00:00 AM"
"9935","קופת גמל מחר לבני 50 ומטה","תגמולים ואישית לפיצויים","הסתדרות האקדמאים במדעי החברה והרוח","מחר - חברה לניהול קופות גמל בע""מ","202101","11/18/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","עד 50","2.32","2.59","-15.23","-15.5","1284","0.35","","0.98","0.98","11.04","24.08","3.55","4.41","6.37","-0.12","0.66","88.80","538.80","446.35","226.76","520042615","3/28/2021 12:00:00 AM"
