FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
"1107","מיטב דש פיצויים - אג""ח ללא מניות","מרכזית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202101","12/1/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0","0.34","-0.32","-0.66","57.51","0.76","","0.70","0.70","8.36","13.96","2.71","2.65","3.31","-0.60","0.70","90.80","0","5.11","3.12","512065202","3/28/2021 12:00:00 AM"
"1107","מיטב דש פיצויים - אג""ח ללא מניות","מרכזית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202102","12/1/1994 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0","0.4","0","-0.4","57.01","0.76","","-0.11","0.59","8.83","13.15","2.86","2.50","3.31","-0.48","0.67","90.80","0","4.76","3.11","512065202","3/28/2021 12:00:00 AM"
"1110","מנורה מבטחים השתלמות מסלול אג""ח קונצרני","קרנות השתלמות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","5/2/2005 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח קונצרניות","0.53","0.67","-2.59","-2.73","71.77","0.72","","0.74","0.74","7.15","17.09","2.33","3.21","4.41","-1.20","0.58","89.60","0.45","6.67","8.43","512245812","3/28/2021 12:00:00 AM"
"1110","מנורה מבטחים השתלמות מסלול אג""ח קונצרני","קרנות השתלמות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","5/2/2005 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח קונצרניות","0.46","0.45","-0.24","-0.23","71.59","0.72","","0.12","0.86","8.06","17.26","2.62","3.24","4.40","-1.20","0.59","89.60","0.36","6.74","8.55","512245812","3/28/2021 12:00:00 AM"
"1114","מנורה מבטחים השתלמות שקלי לטווח קצר","קרנות השתלמות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","5/2/2005 12:00:00 AM","כלל האוכלוסיה","שיקלי","שקלי טווח קצר","1.24","1.28","-4.74","-4.78","98.74","0.65","","0.05","0.05","0.60","0.83","0.20","0.17","0.08","-0.12","-0.49","100","0","0","0","512245812","3/28/2021 12:00:00 AM"
"1114","מנורה מבטחים השתלמות שקלי לטווח קצר","קרנות השתלמות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","5/2/2005 12:00:00 AM","כלל האוכלוסיה","שיקלי","שקלי טווח קצר","0.79","1.5","-1.16","-1.87","96.80","0.65","","-0.03","0.02","0.55","0.78","0.18","0.16","0.08","-0.12","-0.61","100","0","0","0","512245812","3/28/2021 12:00:00 AM"
"1144","מנורה מרכזית לפיצויים כללי","מרכזית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","9/12/2005 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0.01","0","-0.01","116.11","0.31","","1.13","1.13","13.41","30.17","4.28","5.41","6.75","0.24","0.74","90.50","46.60","42.45","26.69","512245812","3/28/2021 12:00:00 AM"
"1144","מנורה מרכזית לפיצויים כללי","מרכזית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","9/12/2005 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0.47","3.6","3.13","119.99","0.31","","0.71","1.85","15.45","31.78","4.91","5.67","6.74","0.60","0.77","91.10","47.13","44.51","28.29","512245812","3/28/2021 12:00:00 AM"
"1145","מנורה מרכזית לפיצויים עד 10% מניות","מרכזית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","9/12/2005 12:00:00 AM","כלל האוכלוסיה","כללי","עד 10% מניות","0","0.15","-2.23","-2.38","94.58","0.56","","0.57","0.57","8.77","17.15","2.84","3.22","4.04","-0.72","0.68","89.20","9.56","17.24","9.92","512245812","3/28/2021 12:00:00 AM"
"1145","מנורה מרכזית לפיצויים עד 10% מניות","מרכזית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","9/12/2005 12:00:00 AM","כלל האוכלוסיה","כללי","עד 10% מניות","-0.09","0.5","-1.06","-1.65","92.60","0.56","","-0.30","0.27","8.99","16.66","2.91","3.13","4.05","-0.72","0.65","87.70","9.31","17.39","10.18","512245812","3/28/2021 12:00:00 AM"
"1147","מנורה מבטחים תגמולים ופיצויים אג""ח עד 10% מניות","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","9/12/2005 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","-0.94","3.2","-8.1","-12.24","941.70","0.50","0.05","0.71","0.71","8.06","16.19","2.62","3.05","4.06","-0.96","0.64","85.50","101.05","201.17","138.99","512245812","3/28/2021 12:00:00 AM"
"1147","מנורה מבטחים תגמולים ופיצויים אג""ח עד 10% מניות","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","9/12/2005 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.31","3.17","-10.01","-12.87","925.11","0.50","0.05","-0.36","0.35","8.27","15.56","2.68","2.93","4.07","-0.84","0.60","85.40","96.55","196.10","132.08","512245812","3/28/2021 12:00:00 AM"
"1149","מנורה מבטחים השתלמות אג""ח עד 10% מניות","קרנות השתלמות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","9/12/2005 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","18.24","14.96","-22.47","-19.19","1778.20","0.66","","0.58","0.58","8.19","16.36","2.66","3.08","4.07","-0.96","0.65","86","185.43","363.12","177.20","512245812","3/28/2021 12:00:00 AM"
"1149","מנורה מבטחים השתלמות אג""ח עד 10% מניות","קרנות השתלמות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","9/12/2005 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","13.46","17.25","-26.74","-30.53","1741.46","0.66","","-0.30","0.28","8.44","15.81","2.74","2.98","4.08","-0.84","0.61","85.70","177.41","362.29","178.30","512245812","3/28/2021 12:00:00 AM"
"1154","מבטחים קופת גמל למטרות חופשה, חגים והבראה","מטרה אחרת","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","11/3/2005 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","1.06","1.97","0","-0.91","109.20","1.85","","0.97","0.97","10.74","23.14","3.46","4.25","5.58","-0.48","0.68","89.50","29.76","33.66","24.25","512245812","3/28/2021 12:00:00 AM"
"1154","מבטחים קופת גמל למטרות חופשה, חגים והבראה","מטרה אחרת","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","11/3/2005 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.83","1.52","0","-0.69","108.66","1.85","","0.30","1.27","11.99","23.75","3.85","4.35","5.58","-0.24","0.70","89.40","30.27","35.21","25.51","512245812","3/28/2021 12:00:00 AM"
"1161","מקפת דמי מחלה","תגמולים ואישית לפיצויים","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202101","12/28/2005 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0","0","0","46.14","0.42","","1.01","1.01","14.81","29.04","4.71","5.23","6.21","0.36","0.80","88.90","18.66","15.86","10.14","512237744","3/28/2021 12:00:00 AM"
"1161","מקפת דמי מחלה","תגמולים ואישית לפיצויים","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202102","12/28/2005 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0","0","0","46.35","0.42","","0.46","1.47","16.74","30.58","5.29","5.48","6.19","0.60","0.83","88.80","19.59","16.69","9.83","512237744","3/28/2021 12:00:00 AM"
"1162","ילין לפידות קרן השתלמות מסלול כללי","קרנות השתלמות","ילין לפידות החזקות בע""מ","ילין לפידות ניהול קופות גמל בע""מ","202101","12/28/2005 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","95.46","51.24","-127.1","-82.88","15708.46","0.73","","0.82","0.82","16.96","35.05","5.36","6.19","6.19","1.44","0.89","86.60","7180.41","5085.36","3577.85","513611509","3/28/2021 12:00:00 AM"
"1162","ילין לפידות קרן השתלמות מסלול כללי","קרנות השתלמות","ילין לפידות החזקות בע""מ","ילין לפידות ניהול קופות גמל בע""מ","202102","12/28/2005 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","101.51","48.62","-173.4","-120.51","15662.71","0.73","","0.53","1.35","18.87","35.49","5.93","6.26","6.19","1.56","0.91","86.70","7288.69","5071.23","3556.47","513611509","3/28/2021 12:00:00 AM"
"1182","קרן השתלמות של העובדים באוניברסיטה העברית בירושלים","קרנות השתלמות","אחר","חברת הגמל לעובדי האוניברסיטה העברית בע""מ","202101","5/23/2006 12:00:00 AM","עובדי מפעל/גוף מסויים","כללי","כללי","-1.03","0.23","3.54","2.28","171.95","0.43","","1.53","1.53","17.56","33.82","5.54","6","5.61","2.04","1.03","84.30","78.06","77.87","58.36","510960586","3/28/2021 12:00:00 AM"
"1182","קרן השתלמות של העובדים באוניברסיטה העברית בירושלים","קרנות השתלמות","אחר","חברת הגמל לעובדי האוניברסיטה העברית בע""מ","202102","5/23/2006 12:00:00 AM","עובדי מפעל/גוף מסויים","כללי","כללי","1.05","0.08","1.43","2.4","174.97","0.43","","0.41","1.95","19.22","35.29","6.04","6.23","5.59","2.16","1.06","84.70","83.87","82.89","61.23","510960586","3/28/2021 12:00:00 AM"
"1183","פסגות שיא השתלמות ישראל","קרנות השתלמות","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","5/24/2006 12:00:00 AM","כלל האוכלוסיה","ישראל","ישראל","9.49","4.84","-46.01","-41.36","1928.86","0.56","","1.20","1.20","15.95","30.95","5.06","5.54","6.80","0.48","0.78","75.90","944.14","744.83","412.21","513765347","3/28/2021 12:00:00 AM"
"1183","פסגות שיא השתלמות ישראל","קרנות השתלמות","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","5/24/2006 12:00:00 AM","כלל האוכלוסיה","ישראל","ישראל","7.06","5.92","-50.08","-48.94","1896.90","0.56","","0.90","2.11","18.26","33.03","5.75","5.87","6.78","0.84","0.83","75.50","932.82","732.14","407.69","513765347","3/28/2021 12:00:00 AM"
"1190","אקסלנס השתלמות אג""ח עד 25% מניות","קרנות השתלמות","הפניקס אחזקות בע""מ","הפניקס אקסלנס פנסיה וגמל בע""מ ","202101","12/1/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","2.01","1.37","-3.05","-2.41","436.92","0.67","","0.97","0.97","12.92","25.39","4.13","4.63","4.86","0.24","0.86","80.20","74.80","124.15","89.40","513026484","3/28/2021 12:00:00 AM"
"1190","אקסלנס השתלמות אג""ח עד 25% מניות","קרנות השתלמות","הפניקס אחזקות בע""מ","הפניקס אקסלנס פנסיה וגמל בע""מ ","202102","12/1/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","2.94","1.42","-5.41","-3.89","434.49","0.67","","0.39","1.36","14.05","26.07","4.48","4.74","4.85","0.36","0.88","79.90","75.40","122.19","90.36","513026484","3/28/2021 12:00:00 AM"
"1192","לאומי קופה מרכזית לפציויים (2006)","מרכזית לפיצויים","בנק לאומי בע""מ","לאומי קמ""פ בע""מ","202101","8/8/2006 12:00:00 AM","עובדי מפעל/גוף מסויים","כללי","כללי","0","0","0","0","111.13","1.93","","0.74","0.74","17.15","30.67","5.42","5.50","4.03","3.48","1.20","52.40","5.71","26.96","29.74","510694821","3/28/2021 12:00:00 AM"
"1192","לאומי קופה מרכזית לפציויים (2006)","מרכזית לפיצויים","בנק לאומי בע""מ","לאומי קמ""פ בע""מ","202102","8/8/2006 12:00:00 AM","עובדי מפעל/גוף מסויים","כללי","כללי","0","0","0","0","116.23","1.93","","4.76","5.54","23.01","36.68","7.15","6.45","4.46","4.80","1.36","52","5.66","31.77","32.17","510694821","3/28/2021 12:00:00 AM"
"1198","הלמן-אלדובי גמל מסלול אג""ח ללא מניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","10/31/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ללא מניות","0.31","3.38","-0.7","-3.77","482.30","0.57","0.23","0.34","0.34","7.17","13.31","2.34","2.53","2.68","-0.72","0.77","91.80","0.02","72.98","45.55","512227265","3/28/2021 12:00:00 AM"
"1198","הלמן-אלדובי גמל מסלול אג""ח ללא מניות","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","10/31/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ללא מניות","0.92","0.39","-5.29","-4.76","473.64","0.57","0.23","-0.77","-0.43","6.67","12.43","2.18","2.37","2.72","-0.72","0.67","92","0.02","71.69","44.40","512227265","3/28/2021 12:00:00 AM"
"1202","הלמן-אלדובי קרן השתלמות מסלול אג""ח ללא מניות","קרנות השתלמות","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","10/31/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ללא מניות","1.97","1.24","-4.62","-3.89","337.11","0.65","","0.35","0.35","7.83","13.77","2.54","2.61","2.75","-0.72","0.80","87.90","0.01","54.92","32.78","512227265","3/28/2021 12:00:00 AM"
"1202","הלמן-אלדובי קרן השתלמות מסלול אג""ח ללא מניות","קרנות השתלמות","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","10/31/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ללא מניות","1.37","2.08","-3.9","-4.61","329.92","0.65","","-0.72","-0.37","7.39","12.90","2.41","2.46","2.78","-0.60","0.70","88","0.01","53.98","31.95","512227265","3/28/2021 12:00:00 AM"
"1203","הלמן-אלדובי קרן השתלמות מסלול אג""ח עד 10% מניות","קרנות השתלמות","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","10/31/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","1.65","2.02","-10.06","-10.43","397.80","0.69","","0.65","0.65","9.37","17.25","3.03","3.23","3.37","-0.24","0.84","86.20","39.46","66.19","67.16","512227265","3/28/2021 12:00:00 AM"
"1203","הלמן-אלדובי קרן השתלמות מסלול אג""ח עד 10% מניות","קרנות השתלמות","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","10/31/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","1.71","2.78","-6.84","-7.91","388.48","0.69","","-0.30","0.35","9.73","17.10","3.14","3.21","3.37","-0.12","0.81","86.20","39.03","66.04","67.75","512227265","3/28/2021 12:00:00 AM"
"1209","אינפיניטי גמל אג""ח ממשלת ישראל","תגמולים ואישית לפיצויים","אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ","202101","12/28/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ממשלתי","0.03","0.02","-0.37","-0.36","39.32","0.52","0.02","0.17","0.17","2.27","4.58","0.75","0.90","1.40","-0.72","0.40","100","0","0.82","0.84","513621110","3/28/2021 12:00:00 AM"
"1209","אינפיניטי גמל אג""ח ממשלת ישראל","תגמולים ואישית לפיצויים","אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ","202102","12/28/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ממשלתי","0.03","0","-0.6","-0.57","38.49","0.52","0.02","-0.62","-0.45","1.95","3.42","0.65","0.67","1.43","-0.84","0.21","100","0","0.81","0.84","513621110","3/28/2021 12:00:00 AM"
"1210","אינפיניטי השתלמותאג""ח ממשלת ישראל","קרנות השתלמות","אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ","202101","12/28/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ממשלתי","0.33","0.12","-0.92","-0.71","64.26","0.47","","0.24","0.24","2.85","5.26","0.94","1.03","1.33","-0.48","0.55","96.40","0","1.28","1.31","513621110","3/28/2021 12:00:00 AM"
"1210","אינפיניטי השתלמותאג""ח ממשלת ישראל","קרנות השתלמות","אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ","202102","12/28/2006 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ממשלתי","0.15","0.09","-0.75","-0.69","63.17","0.47","","-0.59","-0.35","2.57","4.10","0.85","0.81","1.35","-0.60","0.35","96.40","0","1.27","1.30","513621110","3/28/2021 12:00:00 AM"
"1211","אינפיניטי פיצויים סל מניות","מרכזית לפיצויים","אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ","202101","12/28/2006 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","0","0","0","0","5.11","0.46","","1.50","1.50","23.09","42.52","7.17","7.34","13.33","1.44","0.64","93.90","5.01","2.74","1.73","513621110","3/28/2021 12:00:00 AM"
"1211","אינפיניטי פיצויים סל מניות","מרכזית לפיצויים","אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ","202102","12/28/2006 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","0","0","0","0","5.19","0.46","","1.55","3.07","28.54","48.69","8.73","8.26","13.25","2.28","0.69","93.60","5.15","2.76","1.71","513621110","3/28/2021 12:00:00 AM"
"1219","פסגות קמה","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","3/13/2007 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0","0.01","0.01","212.08","0.20","","0.32","0.32","6.51","11.57","2.12","2.21","3.10","-1.32","0.58","90.60","","1.41","4.33","513765347","3/28/2021 12:00:00 AM"
"1219","פסגות קמה","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","3/13/2007 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0","0","0","211","0.20","","-0.49","-0.17","6.46","10.53","2.11","2.02","3.11","-1.32","0.52","89.90","","1.42","4.53","513765347","3/28/2021 12:00:00 AM"
"1223","פסגות פיצויים בטא","מרכזית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","5/27/2007 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0","0.01","0.01","93.48","0.34","","0.96","0.96","12.68","30.09","4.06","5.40","7.46","0","0.68","88.70","50.78","39.61","21.47","513765347","3/28/2021 12:00:00 AM"
"1223","פסגות פיצויים בטא","מרכזית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","5/27/2007 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0.08","-1.42","-1.5","93.02","0.34","","1.14","2.11","15.64","32.83","4.96","5.84","7.44","0.60","0.73","88.50","51.53","39.85","22.09","513765347","3/28/2021 12:00:00 AM"
"1225","פסגות פיצויים אג""ח ","מרכזית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","5/27/2007 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0","0.32","0.27","-0.05","28.52","0.73","","0.46","0.46","6.85","11.42","2.23","2.19","3.12","-1.44","0.60","90.70","","3.97","2.49","513765347","3/28/2021 12:00:00 AM"
"1225","פסגות פיצויים אג""ח ","מרכזית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","5/27/2007 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0","0.19","0","-0.19","28.15","0.73","","-0.59","-0.13","6.65","10.31","2.17","1.98","3.14","-1.44","0.53","89.90","","3.94","2.47","513765347","3/28/2021 12:00:00 AM"
"1233","הלמן-אלדובי מרכזית לפיצויים מסלול אג""ח","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","7/9/2007 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0","0.23","0","-0.23","43.83","0.54","","0.49","0.49","7.70","13.40","2.50","2.55","2.78","-0.72","0.78","90.10","0.08","4.32","4.79","512227265","3/28/2021 12:00:00 AM"
"1233","הלמן-אלדובי מרכזית לפיצויים מסלול אג""ח","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","7/9/2007 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0","0.12","0","-0.12","43.44","0.54","","-0.59","-0.10","7.50","12.40","2.44","2.37","2.81","-0.72","0.69","90.10","0.08","4.28","4.77","512227265","3/28/2021 12:00:00 AM"
"1240","מיטב דש השתלמות אג""ח ללא מניות","קרנות השתלמות","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202101","7/17/2007 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ללא מניות","2.27","2.31","-6.4","-6.44","495.60","0.58","","0.69","0.69","9.56","15.90","3.09","3","2.57","0","1.03","76","0.34","87.30","53.83","512065202","3/28/2021 12:00:00 AM"
"1240","מיטב דש השתלמות אג""ח ללא מניות","קרנות השתלמות","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202102","7/17/2007 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ללא מניות","1.81","1.37","-0.78","-0.34","495.15","0.58","","0.02","0.71","10.02","15.48","3.23","2.92","2.57","0.12","1","76","0.57","86.07","55.02","512065202","3/28/2021 12:00:00 AM"
"1256","מנורה מבטחים השתלמות מסלול מניות","קרנות השתלמות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","11/1/2007 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","3.07","0.66","-1.65","0.76","215.67","0.53","","1.72","1.72","21.26","53.51","6.64","8.95","14.16","0.12","0.66","92","212.59","160.32","69.13","512245812","3/28/2021 12:00:00 AM"
"1256","מנורה מבטחים השתלמות מסלול מניות","קרנות השתלמות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","11/1/2007 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","2.63","1.4","-2.06","-0.83","220.09","0.53","","2.47","4.23","26.56","60.38","8.17","9.91","14.12","1.20","0.72","92.10","220.09","169.11","77.74","512245812","3/28/2021 12:00:00 AM"
"1257","רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות","קרנות השתלמות","הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית","החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ","202101","11/13/2007 12:00:00 AM","עובדי סקטור מסויים","אג""ח","אג""ח ללא מניות","0.94","2.07","-0.85","-1.98","123.46","0.32","","0.40","0.40","5.60","7.92","1.83","1.54","2.53","-1.20","0.51","95.30","0.07","6.56","3.53","520031824","3/28/2021 12:00:00 AM"
"1257","רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות","קרנות השתלמות","הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית","החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ","202102","11/13/2007 12:00:00 AM","עובדי סקטור מסויים","אג""ח","אג""ח ללא מניות","0.89","1.4","-1.14","-1.65","121.97","0.32","","0.17","0.57","6.08","8.01","1.99","1.55","2.53","-0.84","0.53","95.10","0.08","6.56","4.82","520031824","3/28/2021 12:00:00 AM"
"1258","רום קרן השתלמות לעובדי הרשויות המקומיות מסלול ספיר מניות","קרנות השתלמות","הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית","החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ","202101","11/13/2007 12:00:00 AM","עובדי סקטור מסויים","מניות","מניות ","0.24","0.13","-0.94","-0.83","19.31","0.32","","1.38","1.38","15.65","48.23","4.97","8.19","12.80","0.48","0.64","97.90","19.03","12.39","5.56","520031824","3/28/2021 12:00:00 AM"
"1258","רום קרן השתלמות לעובדי הרשויות המקומיות מסלול ספיר מניות","קרנות השתלמות","הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית","החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ","202102","11/13/2007 12:00:00 AM","עובדי סקטור מסויים","מניות","מניות ","0.25","0.12","0.02","0.15","19.98","0.32","","2.77","4.19","22.15","55.32","6.90","9.21","12.78","1.56","0.71","97.10","18.88","12.31","6.09","520031824","3/28/2021 12:00:00 AM"
"1262","מינהל - קרן ההשתלמות לפקידים עובדי המינהל והשרותים - מסלול מניות","קרנות השתלמות","הסתדרות המעו""ף, מינהל עובדי משק ופקידים ","החברה המנהלת של מינהל קרן ההשתלמות לפקידים עובדי המנהל והשירותים בע""מ","202101","11/12/2007 12:00:00 AM","עובדי סקטור מסויים","מניות","מניות ","0.04","0","-0.36","-0.32","3.82","0.55","","3.42","3.42","26.55","53.10","8.17","8.89","13.33","0.72","0.75","94.70","4.18","3.37","1.32","520030990","3/28/2021 12:00:00 AM"
"1262","מינהל - קרן ההשתלמות לפקידים עובדי המינהל והשרותים - מסלול מניות","קרנות השתלמות","הסתדרות המעו""ף, מינהל עובדי משק ופקידים ","החברה המנהלת של מינהל קרן ההשתלמות לפקידים עובדי המנהל והשירותים בע""מ","202102","11/12/2007 12:00:00 AM","עובדי סקטור מסויים","מניות","מניות ","0.03","0.03","-0.14","-0.14","3.69","0.55","","0.12","3.54","30.58","58.12","9.30","9.60","13.22","1.56","0.77","94","4.14","3.33","1.25","520030990","3/28/2021 12:00:00 AM"
